prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country,latitude,longitude,prize_age
1989,Economics,The Sveriges Riksbank Prize in Economic Sciences 1989,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",1月1日,703,Individual,Trygve Haavelmo,1911/12/13,Skedsmo,Norway,Male,University of Oslo,Oslo,Norway,1999/7/26,Oslo,Norway,59.9457,11.0314,78
1989,Literature,The Nobel Prize in Literature 1989,"""for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability""",1月1日,666,Individual,Camilo José Cela,1916/5/11,Iria Flavia,Spain,Male,NA,NA,NA,2002/1/17,Madrid,Spain,42.6097,-8.8072,73
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",1月2日,440,Individual,J. Michael Bishop,1936/2/22,"York, PA",United States,Male,University of California School of Medicine,"San Francisco, CA",United States of America,NA,NA,NA,39.9651,-76.7315,53
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",1月2日,441,Individual,Harold E. Varmus,1939/12/18,"Oceanside, NY",United States,Male,University of California School of Medicine,"San Francisco, CA",United States of America,NA,NA,NA,33.2247,-117.3083,50
1989,Peace,The Nobel Peace Prize 1989,NA,1月1日,551,Organization,The 14th Dalai Lama (Tenzin Gyatso),1935/7/6,Taktser,Tibet (People's Republic of China),Male,NA,NA,NA,NA,NA,NA,36.2667,101.7667,54
1989,Physics,The Nobel Prize in Physics 1989,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",1月2日,135,Individual,Norman F. Ramsey,1915/8/27,"Washington, DC",United States,Male,Harvard University,"Cambridge, MA",United States of America,2011/11/4,"Wayland, MA",United States of America,38.9047,-77.0163,74
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",1月4日,136,Individual,Hans G. Dehmelt,1922/9/9,Görlitz,Prussia (Germany),Male,University of Washington,"Seattle, WA",United States of America,NA,NA,NA,51.1528,14.9872,67
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",1月4日,137,Individual,Wolfgang Paul,1913/8/10,Lorenzkirch,Germany,Male,University of Bonn,Bonn,Federal Republic of Germany,1993/12/7,Bonn,Germany,51.303,13.1056,76
1990,Chemistry,The Nobel Prize in Chemistry 1990,"""for his development of the theory and methodology of organic synthesis""",1月1日,275,Individual,Elias James Corey,1928/7/12,"Methuen, MA",United States,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA,42.7262,-71.1909,62
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",1月3日,704,Individual,Harry M. Markowitz,1927/8/24,"Chicago, IL",United States,Male,City University of New York,"New York, NY",United States of America,NA,NA,NA,41.8375,-87.6866,63
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",1月3日,705,Individual,Merton H. Miller,1923/5/16,"Boston, MA",United States,Male,University of Chicago,"Chicago, IL",United States of America,2000/6/3,"Chicago, IL",United States of America,42.3188,-71.0852,67
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",1月3日,706,Individual,William F. Sharpe,1934/6/16,"Boston, MA",United States,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA,42.3188,-71.0852,56
1990,Literature,The Nobel Prize in Literature 1990,"""for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity""",1月1日,667,Individual,Octavio Paz,1914/3/31,Mexico City,Mexico,Male,NA,NA,NA,1998/4/19,Mexico City,Mexico,19.4333,-99.1333,76
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",1月2日,442,Individual,Joseph E. Murray,1919/4/1,"Milford, MA",United States,Male,Brigham and Women's Hospital,"Boston, MA",United States of America,2012/11/26,"Boston, MA",United States of America,42.1565,-71.5188,71
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",1月2日,443,Individual,E. Donnall Thomas,1920/3/15,"Mart, TX",United States,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,2012/10/20,"Seattle, WA",United States of America,31.5407,-97.0928,70
1990,Peace,The Nobel Peace Prize 1990,"""for his leading role in the peace process which today characterizes important parts of the international community""",1月1日,552,Individual,Mikhail Sergeyevich Gorbachev,1931/3/2,Privolnoye,Union of Soviet Socialist Republics (Russia),Male,NA,NA,NA,NA,NA,NA,44.772,43.5851,59
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",1月3日,138,Individual,Jerome I. Friedman,1930/3/28,"Chicago, IL",United States,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA,41.8375,-87.6866,60
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",1月3日,139,Individual,Henry W. Kendall,1926/12/9,"Boston, MA",United States,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,1999/2/15,"Wakulla Springs State Park, FL",United States of America,42.3188,-71.0852,64
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",1月3日,140,Individual,Richard E. Taylor,1929/11/2,"Medicine Hat, Alberta",Canada,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA,50.0417,-110.6775,61
1991,Chemistry,The Nobel Prize in Chemistry 1991,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",1月1日,276,Individual,Richard R. Ernst,1933/8/14,Winterthur,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,NA,NA,NA,47.4989,8.7286,58
1991,Economics,The Sveriges Riksbank Prize in Economic Sciences 1991,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",1月1日,707,Individual,Ronald H. Coase,1910/12/29,Willesden,United Kingdom,Male,University of Chicago,"Chicago, IL",United States of America,2013/9/2,"Chicago, IL",United States of America,51.5465,-0.2356,81
1991,Literature,The Nobel Prize in Literature 1991,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",1月1日,668,Individual,Nadine Gordimer,1923/11/20,Springs,South Africa,Female,NA,NA,NA,2014/7/13,Johannesburg,South Africa,-26.2547,28.4428,68
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",1月2日,444,Individual,Erwin Neher,1944/3/20,Landsberg,Germany,Male,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Federal Republic of Germany,NA,NA,NA,48.0478,10.8989,47
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",1月2日,445,Individual,Bert Sakmann,1942/6/12,Stuttgart,Germany,Male,Max-Planck-Institut für medizinische Forschung,Heidelberg,Federal Republic of Germany,NA,NA,NA,48.7775,9.18,49
1991,Peace,The Nobel Peace Prize 1991,"""for her non-violent struggle for democracy and human rights""",1月1日,553,Organization,Aung San Suu Kyi,1945/6/19,Rangoon (Yangon),Burma (Myanmar),Female,NA,NA,NA,NA,NA,NA,16.8661,96.1951,46
1991,Physics,The Nobel Prize in Physics 1991,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",1月1日,141,Individual,Pierre-Gilles de Gennes,1932/10/24,Paris,France,Male,Collège de France,Paris,France,2007/5/18,Orsay,France,48.8567,2.3522,59
1992,Chemistry,The Nobel Prize in Chemistry 1992,"""for his contributions to the theory of electron transfer reactions in chemical systems""",1月1日,277,Individual,Rudolph A. Marcus,1923/7/21,Montreal,Canada,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,NA,NA,NA,45.5167792,-73.6491776,69
1992,Economics,The Sveriges Riksbank Prize in Economic Sciences 1992,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",1月1日,708,Individual,Gary S. Becker,1930/12/2,"Pottsville, PA",United States,Male,University of Chicago,"Chicago, IL",United States of America,2014/5/3,"Chicago, IL",United States of America,40.6798,-76.2091,62
1992,Literature,The Nobel Prize in Literature 1992,"""for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment""",1月1日,669,Individual,Derek Walcott,1930/1/23,Castries,Saint Lucia,Male,NA,NA,NA,NA,NA,NA,14.0167,-60.9833,62
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1月2日,446,Individual,Edmond H. Fischer,1920/4/6,Shanghai,China,Male,University of Washington,"Seattle, WA",United States of America,NA,NA,NA,31.1667,121.4667,72
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1月2日,447,Individual,Edwin G. Krebs,1918/6/6,"Lansing, IA",United States,Male,University of Washington,"Seattle, WA",United States of America,2009/12/21,"Seattle, WA",United States of America,42.7142,-84.5601,74
1992,Peace,The Nobel Peace Prize 1992,"""in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",1月1日,554,Individual,Rigoberta Menchú Tum,1959/1/9,Aldea Chimel,Guatemala,Female,NA,NA,NA,NA,NA,NA,15.4972,-90.3665,33
1992,Physics,The Nobel Prize in Physics 1992,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",1月1日,142,Individual,Georges Charpak,1924/8/1,Dabrovica,Poland,Male,École Supérieure de Physique et Chimie,Paris,France,2010/9/29,Paris,France,54.2703,18.6637,68
1992,Physics,The Nobel Prize in Physics 1992,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",1月1日,142,Individual,Georges Charpak,1924/8/1,Dabrovica,Poland,Male,CERN,Geneva,Switzerland,2010/9/29,Paris,France,54.2703,18.6637,68
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his invention of the polymerase chain reaction (PCR) method""",1月2日,278,Individual,Kary B. Mullis,1944/12/28,"Lenoir, NC",United States,Male,NA,"La Jolla, CA",United States of America,NA,NA,NA,35.9094,-81.5249,49
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""",1月2日,279,Individual,Michael Smith,1932/4/26,Blackpool,United Kingdom,Male,University of British Columbia,Vancouver,Canada,2000/10/4,Vancouver,Canada,53.8142,-3.0503,61
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",1月2日,709,Individual,Robert W. Fogel,1927/7/1,"New York, NY",United States,Male,University of Chicago,"Chicago, IL",United States of America,2013/6/11,"Oak Lawn, IL",United States of America,40.6943,-73.9249,66
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",1月2日,710,Individual,Douglass C. North,1920/11/5,"Cambridge, MA",United States,Male,Washington University,"St. Louis, MO",United States of America,2015/11/23,"Benzonia, MI",United States of America,42.3759,-71.1185,73
1993,Literature,The Nobel Prize in Literature 1993,"""who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality""",1月1日,670,Individual,Toni Morrison,1931/2/18,"Lorain, OH",United States,Female,NA,NA,NA,NA,NA,NA,41.4409,-82.184,62
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",1月2日,448,Individual,Richard J. Roberts,1943/9/6,Derby,United Kingdom,Male,New England Biolabs,"Beverly, MA",United States of America,NA,NA,NA,52.9217,-1.4767,50
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",1月2日,449,Individual,Phillip A. Sharp,1944/6/6,"Falmouth, KY",United States,Male,"Massachusetts Institute of Technology (MIT), Center for Cancer Research","Cambridge, MA",United States of America,NA,NA,NA,41.5913,-70.5912,49
1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",1月2日,555,Individual,Nelson Mandela,1918/7/18,Qunu,South Africa,Male,NA,NA,NA,2013/12/5,Johannesburg,South Africa,-32.0739,28.1224,75
